levels(as.factor(full_data$species))

Berthella agassizii
Berthella grovesi
Berthella kaniae
Berthella martensi
Berthellina engeli
Berthellina ilisima
Bessera tenuiflora
Bestiolina similis
Bhawania goodei
Bianium plicitum
Biblis aganisa
Biddulphia alternans
Biddulphia biddulphiana
Biddulphia sinensis
Biddulphia tridens
Bidens cabopulmensis
Bidens socorrensis
Bifarina hancocki
Bifarina pacifica
Biflustra arborescens
Biflustra savartii
Biflustra tenuis
Bigelowiella natans
Bipes biporus
Bispira crassicornis
Bispira rugosa
Bittium arenaense
Bizetiella carmen
Bizetiella micaela
Bizetiella shaskyi
Bleakeleya notata
Blenniolus proteus
Blennius brevipinnis
Blepharocysta splendor-maris
Boccardia chilensis
Boccardia proboscidea
Bodianus diplotaenia
Bodianus pulcher
Boeberastrum anthemidifolium
Boerhavia coccinea
Boerhavia erecta
Boerhavia spicata
Boerhavia triquetra
Boerhavia xantii
Bogertophis rosaliae
Bolboschoenus maritimus
Bolbosoma hamiltoni
Bolinichthys longipes
Bolinichthys pyrsobolus
Bolivina acerosa pacifica
Bolivina advena striatella
Bolivina aenariensis
Bolivina bicostata
Bolivina bramlettei
Bolivina compacta
Bolivina doniezi
Bolivina goudkoffi
Bolivina humilis
Bolivina imbricata
Bolivina interjuncta
Bolivina plicata
Bolivina pseudoplicata
Bolivina pygmaea
Bolivina quadrata
Bolivina seminuda
Bolivina seminuda humilis
Bolivina spissa
Bolivina subadvena acuminata
Bolivina tongi filacostata
Bolivina torqueata
Bolivina variabilis
Bolivinella humilis
Bollmannia macropoma
Bollmannia marginalis
Bollmannia ocellata
Bollmannia stigmatura
Bollmannia umbrosa
Bombycilla cedrorum
Bornella sarape
Borophryne apogon
Bostrycapulus aculeatus
Botaurus lentiginosus
Bothriochloa pertusa
Bothrocara molle
Bothus constellatus
Bothus leopardinus
Bothus mancus
Bothus ocellatus
Bothus pantherinus
Bothus podas
Botrychium socorrense
Botrylloides diegensis
Botrylloides niger
Botrylloides violaceus
Botryllus schlosseri
Botryocladia hancockii
Botryocladia neushulii
Botryocyrtis scutum
Botryostrobus aquilonaris
Botryostrobus auritus australis
Botryostrobus auritus-australis
Botula cylista
Bougainvillea glabra
Bougainvillia frondosa
Bougainvillia muscus
Bourreria rubra
Bourreria sonorae
Bourreria superba
Bouteloua aristidoides
Bouteloua barbata
Bouteloua curtipendula
Bouteloua gracilis
Bouteloua parryi
Bouteloua radicosa
Bouteloua reflexa
Brachidontes adamsianus
Brachidontes semilaevis
Brachyamblyopus brachysoma
Brachycarpus biunguiculatus
Brachycladium pacificum
Brachygastra mellifica
Brachygenys californiensis
Brachygenys jessiae
Brachynemurus exiguus
Brachypelma emilia
Brachypelma klaasi
Branchellion lobata
Branchioglossum undulatum
Branchiomma nigromaculatum
Branchiostoma californiense
Branchiosyllis exilis
Branchiosyllis pacifica
Branta bernicla
Branta hutchinsii
Bregmaceros atlanticus
Bregmaceros bathymaster
Bregmaceros mcclellandi
Brentus mexicanus
Brephidium exilis
Brevicirrosyllis weismanni
Brickellia glabrata
Brickellia peninsularis
Brissopsis columbaris
Brissopsis pacifica
Brissus latecarinatus
Brissus obesus
Brockius striatus
Brockmanniella brockmannii
Bromelia karatas
Bromelia pinguin
Brotula clarkae
Brotula ordwayi
Bryopsis pennatula
Bryx arctus
Bryx veleronis
Bubakia crotonis
Bubaris vermiculata
Bubo virginianus
Bubulcus ibis
Bucephala albeola
Bucephala clangula
Bucephalus heterotentaculatus
Buellia christophii
Buellia erubescens
Buellia lepidastroidea
Buellia mamillana
Buellia oidalea
Buellia oidaliella
Buellia spuria
Buellia tesserata
Bufonaria nana
Bugula neritina
Bugulina avicularia
Bugulina longirostrata
Bulbostylis funckii
Bulbostylis nesiotica
Bulbothrix coronata
Bulimina acanthia
Bulimina denudata
Bulimina marginata
Bulimina subulata
Buliminella bassendorfensis
Buliminella brevior
Buliminella curta
Buliminella elegantissima
Buliminella elegantissima tenuis
Buliminoides williamsoniana
Bulimulus (Leptobyrsus) excelsus
Bulla gouldiana
Bulla punctulata
Bunodosoma californica
Bunodosoma californicum
Burnsius oileus
Bursa (Bursa) calcipicta
Bursa californica
Bursa corrugata
Bursa rugosa
